38090,2013-01-02,48,956011,31.0,,
78365,2013-01-03,48,956011,22.0,,
118344,2013-01-04,48,956011,12.0,,
160644,2013-01-05,48,956011,55.0,,
202527,2013-01-06,48,956011,61.0,,
242134,2013-01-07,48,956011,27.0,,
281344,2013-01-08,48,956011,39.0,,
358780,2013-01-10,48,956011,11.0,,
397920,2013-01-11,48,956011,12.0,,
439857,2013-01-12,48,956011,21.0,,
481902,2013-01-13,48,956011,20.0,,
521651,2013-01-14,48,956011,11.0,,
601229,2013-01-16,48,956011,11.0,,
640573,2013-01-17,48,956011,11.0,,
680239,2013-01-18,48,956011,40.0,,
723331,2013-01-19,48,956011,145.0,,
765758,2013-01-20,48,956011,20.0,,
806112,2013-01-21,48,956011,19.0,,
884986,2013-01-23,48,956011,15.0,,
923724,2013-01-24,48,956011,23.0,,
1006355,2013-01-26,48,956011,30.0,,
1048568,2013-01-27,48,956011,35.0,,
1088712,2013-01-28,48,956011,31.0,,
1128204,2013-01-29,48,956011,11.0,,
1250185,2013-02-01,48,956011,4.0,,
1295146,2013-02-02,48,956011,1.0,,
1338719,2013-02-03,48,956011,6.0,,
1380449,2013-02-04,48,956011,2.0,,
1421635,2013-02-05,48,956011,4.0,,
1544654,2013-02-08,48,956011,1.0,,
1588344,2013-02-09,48,956011,3.0,,
1628221,2013-02-10,48,956011,3.0,,
1666928,2013-02-11,48,956011,1.0,,
1706652,2013-02-12,48,956011,3.0,,
1829576,2013-02-15,48,956011,1.0,,
1873318,2013-02-16,48,956011,3.0,,
1915010,2013-02-17,48,956011,3.0,,
1956453,2013-02-18,48,956011,4.0,,
1997002,2013-02-19,48,956011,1.0,,
2038094,2013-02-20,48,956011,2.0,,
2118717,2013-02-22,48,956011,1.0,,
2162097,2013-02-23,48,956011,3.0,,
2205195,2013-02-24,48,956011,3.0,,
2246488,2013-02-25,48,956011,2.0,,
2286993,2013-02-26,48,956011,2.0,,
2327463,2013-02-27,48,956011,1.0,,
2368320,2013-02-28,48,956011,1.0,,
2411326,2013-03-01,48,956011,4.0,,
2457020,2013-03-02,48,956011,3.0,,
2501528,2013-03-03,48,956011,5.0,,
2544522,2013-03-04,48,956011,1.0,,
2586389,2013-03-05,48,956011,2.0,,
2628237,2013-03-06,48,956011,2.0,,
2669354,2013-03-07,48,956011,1.0,,
2710385,2013-03-08,48,956011,1.0,,
2754593,2013-03-09,48,956011,5.0,,
2798070,2013-03-10,48,956011,2.0,,
2879911,2013-03-12,48,956011,2.0,,
2960084,2013-03-14,48,956011,2.0,,
3001399,2013-03-15,48,956011,1.0,,
3046798,2013-03-16,48,956011,1.0,,
3091880,2013-03-17,48,956011,5.0,,
3134527,2013-03-18,48,956011,1.0,,
3176480,2013-03-19,48,956011,1.0,,
3218824,2013-03-20,48,956011,1.0,,
3260082,2013-03-21,48,956011,3.0,,
3301910,2013-03-22,48,956011,2.0,,
3347046,2013-03-23,48,956011,1.0,,
3391138,2013-03-24,48,956011,4.0,,
3433387,2013-03-25,48,956011,2.0,,
3474531,2013-03-26,48,956011,1.0,,
3558833,2013-03-28,48,956011,1.0,,
3601158,2013-03-29,48,956011,2.0,,
3646075,2013-03-30,48,956011,3.0,,
3689791,2013-03-31,48,956011,4.0,,
3733924,2013-04-01,48,956011,3.0,,
3777334,2013-04-02,48,956011,4.0,,
3820482,2013-04-03,48,956011,5.0,,
3905035,2013-04-05,48,956011,1.0,,
3950661,2013-04-06,48,956011,6.0,,
4037989,2013-04-08,48,956011,1.0,,
4079532,2013-04-09,48,956011,3.0,,
4121279,2013-04-10,48,956011,1.0,,
4162664,2013-04-11,48,956011,1.0,,
4249832,2013-04-13,48,956011,3.0,,
4294063,2013-04-14,48,956011,3.0,,
4336771,2013-04-15,48,956011,1.0,,
4379226,2013-04-16,48,956011,2.0,,
4421467,2013-04-17,48,956011,2.0,,
4462338,2013-04-18,48,956011,1.0,,
4504039,2013-04-19,48,956011,1.0,,
4548857,2013-04-20,48,956011,1.0,,
4593141,2013-04-21,48,956011,2.0,,
4635511,2013-04-22,48,956011,2.0,,
4677194,2013-04-23,48,956011,2.0,,
4718740,2013-04-24,48,956011,2.0,,
4800843,2013-04-26,48,956011,3.0,,
4845753,2013-04-27,48,956011,3.0,,
4932303,2013-04-29,48,956011,2.0,,
4974432,2013-04-30,48,956011,1.0,,
5019511,2013-05-01,48,956011,4.0,,
5062685,2013-05-02,48,956011,1.0,,
5105807,2013-05-03,48,956011,2.0,,
5151948,2013-05-04,48,956011,1.0,,
5197690,2013-05-05,48,956011,1.0,,
5240878,2013-05-06,48,956011,1.0,,
5283030,2013-05-07,48,956011,2.0,,
5325096,2013-05-08,48,956011,1.0,,
5367810,2013-05-09,48,956011,1.0,,
5411043,2013-05-10,48,956011,4.0,,
5458120,2013-05-11,48,956011,3.0,,
5502369,2013-05-12,48,956011,4.0,,
5545919,2013-05-13,48,956011,4.0,,
5588680,2013-05-14,48,956011,1.0,,
5674702,2013-05-16,48,956011,3.0,,
5810897,2013-05-19,48,956011,2.0,,
5854798,2013-05-20,48,956011,1.0,,
5897452,2013-05-21,48,956011,1.0,,
5939951,2013-05-22,48,956011,1.0,,
5982580,2013-05-23,48,956011,2.0,,
6027689,2013-05-24,48,956011,4.0,,
6073764,2013-05-25,48,956011,7.0,,
6118987,2013-05-26,48,956011,3.0,,
6162305,2013-05-27,48,956011,1.0,,
6205422,2013-05-28,48,956011,1.0,,
6335177,2013-05-31,48,956011,4.0,,
6383629,2013-06-01,48,956011,3.0,,
6477481,2013-06-03,48,956011,3.0,,
6522292,2013-06-04,48,956011,2.0,,
6567058,2013-06-05,48,956011,1.0,,
6655127,2013-06-07,48,956011,2.0,,
6702314,2013-06-08,48,956011,2.0,,
6749226,2013-06-09,48,956011,4.0,,
6793733,2013-06-10,48,956011,1.0,,
6836620,2013-06-11,48,956011,2.0,,
6880159,2013-06-12,48,956011,1.0,,
6923028,2013-06-13,48,956011,1.0,,
6966850,2013-06-14,48,956011,2.0,,
7014961,2013-06-15,48,956011,2.0,,
7060978,2013-06-16,48,956011,3.0,,
7105914,2013-06-17,48,956011,1.0,,
7149826,2013-06-18,48,956011,1.0,,
7236824,2013-06-20,48,956011,7.0,,
7280641,2013-06-21,48,956011,4.0,,
7327883,2013-06-22,48,956011,2.0,,
7419319,2013-06-24,48,956011,3.0,,
7462799,2013-06-25,48,956011,1.0,,
7506252,2013-06-26,48,956011,1.0,,
7548842,2013-06-27,48,956011,1.0,,
7592908,2013-06-28,48,956011,1.0,,
7641211,2013-06-29,48,956011,5.0,,
7688660,2013-06-30,48,956011,5.0,,
7735397,2013-07-01,48,956011,1.0,,
7781256,2013-07-02,48,956011,1.0,,
7871210,2013-07-04,48,956011,1.0,,
7915958,2013-07-05,48,956011,8.0,,
7963828,2013-07-06,48,956011,2.0,,
8010853,2013-07-07,48,956011,3.0,,
8055110,2013-07-08,48,956011,1.0,,
8098612,2013-07-09,48,956011,1.0,,
8141503,2013-07-10,48,956011,2.0,,
8184024,2013-07-11,48,956011,3.0,,
8273109,2013-07-13,48,956011,3.0,,
8362930,2013-07-15,48,956011,2.0,,
8450738,2013-07-17,48,956011,4.0,,
8536703,2013-07-19,48,956011,3.0,,
8583219,2013-07-20,48,956011,2.0,,
8628974,2013-07-21,48,956011,1.0,,
8717556,2013-07-23,48,956011,1.0,,
8760773,2013-07-24,48,956011,2.0,,
8804517,2013-07-25,48,956011,4.0,,
8848272,2013-07-26,48,956011,1.0,,
8894981,2013-07-27,48,956011,2.0,,
8940607,2013-07-28,48,956011,2.0,,
8984797,2013-07-29,48,956011,2.0,,
9074431,2013-07-31,48,956011,1.0,,
9121049,2013-08-01,48,956011,2.0,,
