38093,2013-01-02,48,956014,61.0,,
78368,2013-01-03,48,956014,31.0,,
118347,2013-01-04,48,956014,40.0,,
160647,2013-01-05,48,956014,79.0,,
202530,2013-01-06,48,956014,74.0,,
242137,2013-01-07,48,956014,49.0,,
281347,2013-01-08,48,956014,44.0,,
320325,2013-01-09,48,956014,28.0,,
358783,2013-01-10,48,956014,36.0,,
397923,2013-01-11,48,956014,24.0,,
439860,2013-01-12,48,956014,41.0,,
481905,2013-01-13,48,956014,61.0,,
521654,2013-01-14,48,956014,38.0,,
561269,2013-01-15,48,956014,20.0,,
601232,2013-01-16,48,956014,32.0,,
640576,2013-01-17,48,956014,16.0,,
680242,2013-01-18,48,956014,18.0,,
723334,2013-01-19,48,956014,36.0,,
765761,2013-01-20,48,956014,72.0,,
806115,2013-01-21,48,956014,23.0,,
845641,2013-01-22,48,956014,25.0,,
884989,2013-01-23,48,956014,29.0,,
923727,2013-01-24,48,956014,25.0,,
963470,2013-01-25,48,956014,25.0,,
1006358,2013-01-26,48,956014,67.0,,
1048571,2013-01-27,48,956014,57.0,,
1088715,2013-01-28,48,956014,25.0,,
1128207,2013-01-29,48,956014,24.0,,
1167984,2013-01-30,48,956014,21.0,,
1208045,2013-01-31,48,956014,25.0,,
1250188,2013-02-01,48,956014,36.0,,
1295149,2013-02-02,48,956014,66.0,,
1338722,2013-02-03,48,956014,84.0,,
1380452,2013-02-04,48,956014,42.0,,
1421638,2013-02-05,48,956014,45.0,,
1462603,2013-02-06,48,956014,39.0,,
1503108,2013-02-07,48,956014,32.0,,
1544657,2013-02-08,48,956014,24.0,,
1588347,2013-02-09,48,956014,63.0,,
1628224,2013-02-10,48,956014,35.0,,
1666931,2013-02-11,48,956014,24.0,,
1706655,2013-02-12,48,956014,58.0,,
1748003,2013-02-13,48,956014,20.0,,
1788502,2013-02-14,48,956014,22.0,,
1829579,2013-02-15,48,956014,40.0,,
1873321,2013-02-16,48,956014,44.0,,
1915013,2013-02-17,48,956014,44.0,,
1956456,2013-02-18,48,956014,40.0,,
1997005,2013-02-19,48,956014,20.0,,
2038097,2013-02-20,48,956014,20.0,,
2078239,2013-02-21,48,956014,19.0,,
2118720,2013-02-22,48,956014,20.0,,
2162100,2013-02-23,48,956014,27.0,,
2205198,2013-02-24,48,956014,77.0,,
2246491,2013-02-25,48,956014,19.0,,
2286996,2013-02-26,48,956014,31.0,,
2327466,2013-02-27,48,956014,21.0,,
2368323,2013-02-28,48,956014,22.0,,
2411329,2013-03-01,48,956014,32.0,,
2457023,2013-03-02,48,956014,76.0,,
2501531,2013-03-03,48,956014,77.0,,
2544525,2013-03-04,48,956014,42.0,,
2586392,2013-03-05,48,956014,36.0,,
2628240,2013-03-06,48,956014,36.0,,
2669357,2013-03-07,48,956014,35.0,,
2710388,2013-03-08,48,956014,25.0,,
2754596,2013-03-09,48,956014,60.0,,
2798073,2013-03-10,48,956014,74.0,,
2839622,2013-03-11,48,956014,25.0,,
2879914,2013-03-12,48,956014,25.0,,
2920371,2013-03-13,48,956014,31.0,,
2960087,2013-03-14,48,956014,16.0,,
3001401,2013-03-15,48,956014,15.0,,
3046801,2013-03-16,48,956014,59.0,,
3091883,2013-03-17,48,956014,63.0,,
3134530,2013-03-18,48,956014,26.0,,
3176483,2013-03-19,48,956014,17.0,,
3218827,2013-03-20,48,956014,14.0,,
3260085,2013-03-21,48,956014,17.0,,
3301913,2013-03-22,48,956014,23.0,,
3347049,2013-03-23,48,956014,44.0,,
3391141,2013-03-24,48,956014,46.0,,
3433390,2013-03-25,48,956014,24.0,,
3474534,2013-03-26,48,956014,16.0,,
3516007,2013-03-27,48,956014,15.0,,
3558836,2013-03-28,48,956014,23.0,,
3601161,2013-03-29,48,956014,29.0,,
3646078,2013-03-30,48,956014,68.0,,
3689794,2013-03-31,48,956014,70.0,,
3733927,2013-04-01,48,956014,51.0,,
3777337,2013-04-02,48,956014,36.0,,
3820485,2013-04-03,48,956014,32.0,,
3862656,2013-04-04,48,956014,21.0,,
3905038,2013-04-05,48,956014,28.0,,
3950664,2013-04-06,48,956014,69.0,,
3995294,2013-04-07,48,956014,81.0,,
4037992,2013-04-08,48,956014,33.0,,
4079535,2013-04-09,48,956014,13.0,,
4121282,2013-04-10,48,956014,24.0,,
4162667,2013-04-11,48,956014,16.0,,
4204843,2013-04-12,48,956014,28.0,,
4249835,2013-04-13,48,956014,27.0,,
4294066,2013-04-14,48,956014,69.0,,
4336774,2013-04-15,48,956014,33.0,,
4379229,2013-04-16,48,956014,22.0,,
4421470,2013-04-17,48,956014,41.0,,
4462341,2013-04-18,48,956014,37.0,,
4504042,2013-04-19,48,956014,23.0,,
4548860,2013-04-20,48,956014,52.0,,
4593144,2013-04-21,48,956014,75.0,,
4635514,2013-04-22,48,956014,28.0,,
4677197,2013-04-23,48,956014,22.0,,
4718742,2013-04-24,48,956014,15.0,,
4759430,2013-04-25,48,956014,27.0,,
4800846,2013-04-26,48,956014,15.0,,
4845756,2013-04-27,48,956014,56.0,,
4889991,2013-04-28,48,956014,72.0,,
4932306,2013-04-29,48,956014,26.0,,
4974435,2013-04-30,48,956014,28.0,,
5019514,2013-05-01,48,956014,79.0,,
5062688,2013-05-02,48,956014,27.0,,
5105810,2013-05-03,48,956014,38.0,,
5151951,2013-05-04,48,956014,77.0,,
5197693,2013-05-05,48,956014,95.0,,
5240881,2013-05-06,48,956014,43.0,,
5283033,2013-05-07,48,956014,28.0,,
5325099,2013-05-08,48,956014,46.0,,
5367813,2013-05-09,48,956014,30.0,,
5411046,2013-05-10,48,956014,22.0,,
5458123,2013-05-11,48,956014,50.0,,
5502372,2013-05-12,48,956014,58.0,,
5545922,2013-05-13,48,956014,29.0,,
5588683,2013-05-14,48,956014,21.0,,
5631853,2013-05-15,48,956014,26.0,,
5674705,2013-05-16,48,956014,38.0,,
5717979,2013-05-17,48,956014,25.0,,
5764784,2013-05-18,48,956014,38.0,,
5810900,2013-05-19,48,956014,49.0,,
5854801,2013-05-20,48,956014,28.0,,
5897455,2013-05-21,48,956014,19.0,,
5939954,2013-05-22,48,956014,15.0,,
5982583,2013-05-23,48,956014,22.0,,
6027692,2013-05-24,48,956014,33.0,,
6073767,2013-05-25,48,956014,40.0,,
6118990,2013-05-26,48,956014,55.0,,
6162308,2013-05-27,48,956014,46.0,,
6205425,2013-05-28,48,956014,15.0,,
6248459,2013-05-29,48,956014,19.0,,
6291639,2013-05-30,48,956014,15.0,,
6335180,2013-05-31,48,956014,26.0,,
6383632,2013-06-01,48,956014,72.0,,
6431561,2013-06-02,48,956014,85.0,,
6477484,2013-06-03,48,956014,43.0,,
6522295,2013-06-04,48,956014,40.0,,
6567061,2013-06-05,48,956014,22.0,,
6610808,2013-06-06,48,956014,26.0,,
6655130,2013-06-07,48,956014,25.0,,
6702317,2013-06-08,48,956014,53.0,,
6749229,2013-06-09,48,956014,63.0,,
6793736,2013-06-10,48,956014,18.0,,
6836623,2013-06-11,48,956014,15.0,,
