37223,2013-01-02,48,153267,44.0,,
77522,2013-01-03,48,153267,27.0,,
117467,2013-01-04,48,153267,23.0,,
159728,2013-01-05,48,153267,32.0,,
201617,2013-01-06,48,153267,46.0,,
241297,2013-01-07,48,153267,20.0,,
280523,2013-01-08,48,153267,17.0,,
319506,2013-01-09,48,153267,13.0,,
357961,2013-01-10,48,153267,7.0,,
397053,2013-01-11,48,153267,14.0,,
438936,2013-01-12,48,153267,29.0,,
480969,2013-01-13,48,153267,35.0,,
520798,2013-01-14,48,153267,11.0,,
560429,2013-01-15,48,153267,9.0,,
600368,2013-01-16,48,153267,13.0,,
639735,2013-01-17,48,153267,9.0,,
679385,2013-01-18,48,153267,15.0,,
722385,2013-01-19,48,153267,15.0,,
764822,2013-01-20,48,153267,27.0,,
805274,2013-01-21,48,153267,15.0,,
844821,2013-01-22,48,153267,13.0,,
884145,2013-01-23,48,153267,7.0,,
922884,2013-01-24,48,153267,13.0,,
962606,2013-01-25,48,153267,15.0,,
1005409,2013-01-26,48,153267,27.0,,
1047610,2013-01-27,48,153267,28.0,,
1087856,2013-01-28,48,153267,10.0,,
1127371,2013-01-29,48,153267,15.0,,
1167127,2013-01-30,48,153267,12.0,,
1207180,2013-01-31,48,153267,18.0,,
1249273,2013-02-01,48,153267,13.0,,
1294185,2013-02-02,48,153267,39.0,,
1337749,2013-02-03,48,153267,44.0,,
1379561,2013-02-04,48,153267,12.0,,
1420754,2013-02-05,48,153267,15.0,,
1461717,2013-02-06,48,153267,23.0,,
1502245,2013-02-07,48,153267,12.0,,
1543769,2013-02-08,48,153267,19.0,,
1587415,2013-02-09,48,153267,13.0,,
1627301,2013-02-10,48,153267,15.0,,
1666000,2013-02-11,48,153267,21.0,,
1705712,2013-02-12,48,153267,20.0,,
1747140,2013-02-13,48,153267,10.0,,
1787624,2013-02-14,48,153267,11.0,,
1828697,2013-02-15,48,153267,23.0,,
1872361,2013-02-16,48,153267,23.0,,
1914080,2013-02-17,48,153267,21.0,,
1955554,2013-02-18,48,153267,27.0,,
1996154,2013-02-19,48,153267,17.0,,
2037213,2013-02-20,48,153267,13.0,,
2077390,2013-02-21,48,153267,14.0,,
2117835,2013-02-22,48,153267,14.0,,
2161141,2013-02-23,48,153267,26.0,,
2204250,2013-02-24,48,153267,31.0,,
2245618,2013-02-25,48,153267,9.0,,
2286150,2013-02-26,48,153267,8.0,,
2326611,2013-02-27,48,153267,8.0,,
2367441,2013-02-28,48,153267,14.0,,
2410401,2013-03-01,48,153267,20.0,,
2456040,2013-03-02,48,153267,48.0,,
2500556,2013-03-03,48,153267,39.0,,
2543597,2013-03-04,48,153267,16.0,,
2585491,2013-03-05,48,153267,18.0,,
2627347,2013-03-06,48,153267,13.0,,
2668490,2013-03-07,48,153267,17.0,,
2709519,2013-03-08,48,153267,10.0,,
2753630,2013-03-09,48,153267,25.0,,
2797111,2013-03-10,48,153267,21.0,,
2838742,2013-03-11,48,153267,12.0,,
2879060,2013-03-12,48,153267,9.0,,
2919498,2013-03-13,48,153267,4.0,,
2959243,2013-03-14,48,153267,8.0,,
3000522,2013-03-15,48,153267,16.0,,
3045846,2013-03-16,48,153267,23.0,,
3090919,2013-03-17,48,153267,30.0,,
3133648,2013-03-18,48,153267,10.0,,
3175622,2013-03-19,48,153267,10.0,,
3217979,2013-03-20,48,153267,8.0,,
3259222,2013-03-21,48,153267,10.0,,
3301018,2013-03-22,48,153267,12.0,,
3346086,2013-03-23,48,153267,15.0,,
3390185,2013-03-24,48,153267,23.0,,
3432511,2013-03-25,48,153267,11.0,,
3473688,2013-03-26,48,153267,10.0,,
3515142,2013-03-27,48,153267,8.0,,
3557962,2013-03-28,48,153267,12.0,,
3600237,2013-03-29,48,153267,14.0,,
3645108,2013-03-30,48,153267,20.0,,
3688835,2013-03-31,48,153267,22.0,,
3733030,2013-04-01,48,153267,10.0,,
3776445,2013-04-02,48,153267,8.0,,
3819600,2013-04-03,48,153267,17.0,,
3861766,2013-04-04,48,153267,19.0,,
3904138,2013-04-05,48,153267,9.0,,
3949697,2013-04-06,48,153267,22.0,,
3994335,2013-04-07,48,153267,25.0,,
4037108,2013-04-08,48,153267,11.0,,
4078696,2013-04-09,48,153267,4.0,,
4120408,2013-04-10,48,153267,9.0,,
4161814,2013-04-11,48,153267,9.0,,
4203954,2013-04-12,48,153267,4.0,,
4248886,2013-04-13,48,153267,13.0,,
4293108,2013-04-14,48,153267,13.0,,
4335898,2013-04-15,48,153267,11.0,,
4378364,2013-04-16,48,153267,11.0,,
4420585,2013-04-17,48,153267,9.0,,
4461501,2013-04-18,48,153267,10.0,,
4503167,2013-04-19,48,153267,12.0,,
4547923,2013-04-20,48,153267,19.0,,
4592186,2013-04-21,48,153267,22.0,,
4634645,2013-04-22,48,153267,12.0,,
4676339,2013-04-23,48,153267,5.0,,
4717881,2013-04-24,48,153267,12.0,,
4758576,2013-04-25,48,153267,2.0,,
4799959,2013-04-26,48,153267,9.0,,
4844787,2013-04-27,48,153267,23.0,,
4889025,2013-04-28,48,153267,13.0,,
4931416,2013-04-29,48,153267,8.0,,
4973565,2013-04-30,48,153267,10.0,,
5018523,2013-05-01,48,153267,22.0,,
5061783,2013-05-02,48,153267,9.0,,
5104892,2013-05-03,48,153267,5.0,,
5150981,2013-05-04,48,153267,22.0,,
5196719,2013-05-05,48,153267,18.0,,
5239990,2013-05-06,48,153267,13.0,,
5282141,2013-05-07,48,153267,10.0,,
5324227,2013-05-08,48,153267,6.0,,
5366948,2013-05-09,48,153267,8.0,,
5410154,2013-05-10,48,153267,13.0,,
5457139,2013-05-11,48,153267,32.0,,
5501437,2013-05-12,48,153267,15.0,,
5545048,2013-05-13,48,153267,12.0,,
5587824,2013-05-14,48,153267,7.0,,
5630983,2013-05-15,48,153267,3.0,,
